metric,percentile,value_us
ttft_from_intended,50,4363
ttft_from_intended,75,5259
ttft_from_intended,90,5751
ttft_from_intended,95,6023
ttft_from_intended,99,6595
ttft_from_intended,99.9,11455
ttft_from_intended,99.99,36415
ttft_from_dispatch,50,2133
ttft_from_dispatch,75,2363
ttft_from_dispatch,90,2655
ttft_from_dispatch,95,2875
ttft_from_dispatch,99,3613
ttft_from_dispatch,99.9,7759
ttft_from_dispatch,99.99,8103
e2e_from_intended,50,5683
e2e_from_intended,75,6643
e2e_from_intended,90,7179
e2e_from_intended,95,7543
e2e_from_intended,99,8335
e2e_from_intended,99.9,12927
e2e_from_intended,99.99,37887
e2e_from_dispatch,50,3545
e2e_from_dispatch,75,3837
e2e_from_dispatch,90,4175
e2e_from_dispatch,95,4403
e2e_from_dispatch,99,5379
e2e_from_dispatch,99.9,9295
e2e_from_dispatch,99.99,9631
dispatch_lag,50,2349
dispatch_lag,75,2977
dispatch_lag,90,3337
dispatch_lag,95,3523
dispatch_lag,99,3881
dispatch_lag,99.9,10015
dispatch_lag,99.99,33407
