metric,percentile,value_us
ttft_from_intended,50,5003
ttft_from_intended,75,6051
ttft_from_intended,90,7219
ttft_from_intended,95,8943
ttft_from_intended,99,22719
ttft_from_intended,99.9,55775
ttft_from_intended,99.99,60287
ttft_from_dispatch,50,3363
ttft_from_dispatch,75,4159
ttft_from_dispatch,90,5103
ttft_from_dispatch,95,6227
ttft_from_dispatch,99,13983
ttft_from_dispatch,99.9,39487
ttft_from_dispatch,99.99,58271
e2e_from_intended,50,6323
e2e_from_intended,75,7455
e2e_from_intended,90,8855
e2e_from_intended,95,10615
e2e_from_intended,99,23375
e2e_from_intended,99.9,55999
e2e_from_intended,99.99,61631
e2e_from_dispatch,50,4651
e2e_from_dispatch,75,5555
e2e_from_dispatch,90,6795
e2e_from_dispatch,95,8011
e2e_from_dispatch,99,15735
e2e_from_dispatch,99.9,39743
e2e_from_dispatch,99.99,59615
dispatch_lag,50,1672
dispatch_lag,75,2117
dispatch_lag,90,2487
dispatch_lag,95,2733
dispatch_lag,99,6555
dispatch_lag,99.9,45439
dispatch_lag,99.99,46655
