metric,percentile,value_us
ttft_from_intended,50,4267
ttft_from_intended,75,5143
ttft_from_intended,90,5671
ttft_from_intended,95,5883
ttft_from_intended,99,6251
ttft_from_intended,99.9,7367
ttft_from_intended,99.99,9479
ttft_from_dispatch,50,2103
ttft_from_dispatch,75,2311
ttft_from_dispatch,90,2523
ttft_from_dispatch,95,2719
ttft_from_dispatch,99,3401
ttft_from_dispatch,99.9,4535
ttft_from_dispatch,99.99,5559
e2e_from_intended,50,5627
e2e_from_intended,75,6495
e2e_from_intended,90,7127
e2e_from_intended,95,7359
e2e_from_intended,99,7995
e2e_from_intended,99.9,9623
e2e_from_intended,99.99,12807
e2e_from_dispatch,50,3529
e2e_from_dispatch,75,3787
e2e_from_dispatch,90,4063
e2e_from_dispatch,95,4331
e2e_from_dispatch,99,5051
e2e_from_dispatch,99.9,6787
e2e_from_dispatch,99.99,8887
dispatch_lag,50,2321
dispatch_lag,75,2957
dispatch_lag,90,3327
dispatch_lag,95,3515
dispatch_lag,99,3803
dispatch_lag,99.9,3957
dispatch_lag,99.99,4355
