metric,percentile,value_us
ttft_from_intended,50,11487
ttft_from_intended,75,12895
ttft_from_intended,90,41343
ttft_from_intended,95,42399
ttft_from_intended,99,47711
ttft_from_intended,99.9,88127
ttft_from_intended,99.99,91903
ttft_from_dispatch,50,10191
ttft_from_dispatch,75,11199
ttft_from_dispatch,90,39999
ttft_from_dispatch,95,40895
ttft_from_dispatch,99,42463
ttft_from_dispatch,99.9,78719
ttft_from_dispatch,99.99,87999
e2e_from_intended,50,89343
e2e_from_intended,75,93311
e2e_from_intended,90,117823
e2e_from_intended,95,120831
e2e_from_intended,99,145151
e2e_from_intended,99.9,184703
e2e_from_intended,99.99,187391
e2e_from_dispatch,50,88063
e2e_from_dispatch,75,91263
e2e_from_dispatch,90,116415
e2e_from_dispatch,95,118783
e2e_from_dispatch,99,134783
e2e_from_dispatch,99.9,182783
e2e_from_dispatch,99.99,186367
dispatch_lag,50,1210
dispatch_lag,75,1596
dispatch_lag,90,1999
dispatch_lag,95,2383
dispatch_lag,99,17295
dispatch_lag,99.9,57439
dispatch_lag,99.99,69759
