metric,percentile,value_us
ttft_from_intended,50,40927
ttft_from_intended,75,42079
ttft_from_intended,90,42975
ttft_from_intended,95,43647
ttft_from_intended,99,44639
ttft_from_intended,99.9,47583
ttft_from_intended,99.99,47807
ttft_from_dispatch,50,39775
ttft_from_dispatch,75,40703
ttft_from_dispatch,90,41343
ttft_from_dispatch,95,41727
ttft_from_dispatch,99,42751
ttft_from_dispatch,99.9,45023
ttft_from_dispatch,99.99,45631
e2e_from_intended,50,49727
e2e_from_intended,75,51135
e2e_from_intended,90,52191
e2e_from_intended,95,52767
e2e_from_intended,99,54335
e2e_from_intended,99.9,64351
e2e_from_intended,99.99,66175
e2e_from_dispatch,50,48575
e2e_from_dispatch,75,49791
e2e_from_dispatch,90,50559
e2e_from_dispatch,95,51039
e2e_from_dispatch,99,52447
e2e_from_dispatch,99.9,62559
e2e_from_dispatch,99.99,64991
dispatch_lag,50,1311
dispatch_lag,75,1751
dispatch_lag,90,2135
dispatch_lag,95,2383
dispatch_lag,99,2857
dispatch_lag,99.9,8935
dispatch_lag,99.99,9767
